sample_id,source,question,gold_answer,task_type
musique_0204,musique,Who plays the author of A Christmas Carol in The Man who Invented Christmas?,Dan Stevens,entity
squad_0193,squad,How many students at Notre Dame received the Heisman Trophy?,seven,numerical
hotpotqa_0774,hotpotqa,The Abbey of Saint-Étienne was founded by a descendant of who?,Rollo,entity
hotpotqa_0189,hotpotqa,"Which city is the American rock band, that released their album on March 19, 2012, from?","Albuquerque, New Mexico",compositional
musique_0001,musique,What year saw the creation of the region where the county of Hertfordshire is located?,1994,temporal
musique_0759,musique,Who is the father of the person who created the Cheshire Cat?,Charles Dodgson,compositional
musique_0302,musique,What position did the person who The Sun supported in 1974 hold?,Prime Minister of the United Kingdom,compositional
musique_0532,musique,Since what time has the company against whom the lawsuit of Apple vs Microsoft and HP was decided remained profitable?,Steve Jobs' return,temporal
musique_0549,musique,How did the agency which pioneered DNA testing respond to requests to release information beyond the initial press release in the case of Filiberto Ojeda Ríos?,The FBI refused,other
squad_0181,squad,From where did Anton-Hermann Chroust come to reach Notre Dame?,Germany,entity
hotpotqa_0785,hotpotqa,Where is a place that has both Lano Estacado and Buda Limestone geological formations?,High Plains,entity
hotpotqa_0776,hotpotqa,"When did the company that produced ""Six Gates Far Away Mon Colle Knight"" begin?",in 1986,temporal
hotpotqa_0535,hotpotqa," ""I Saw Her Again"" was co-written by what Canadian singer born in 1940?",Dennis Gerrard Stephen Doherty,entity
hotpotqa_0591,hotpotqa,Pete Mount was the father of the American Basketball Player who was the first high school athlete on the cover of which publication?,Sports Illustrated,compositional
hotpotqa_0485,hotpotqa,Both the Drever and Finnish Hound are two dog breeds that are bred for what purpose?,bred for hunting,other
hotpotqa_0267,hotpotqa,Who achieved fame starring alongside John Richard Schneider in a television series?,Tom Wopat,entity
musique_0776,musique,What political party was the person who replaced Derby after his resignation affiliated with?,Conservative Party,compositional
squad_0158,squad,At which location is the London Center operated by Notre Dame found?,1 Suffolk Street in Trafalgar Square,entity
hotpotqa_0701,hotpotqa,"K. Shivaram Karanth is what type of artist, which combines dance, costum, makeup, and dialogue?",Yakshagana,entity
musique_0525,musique,What county contains the town that WWOT is licensed in?,Blair County,entity
musique_0514,musique,Who paid £15 million to transfer the player who has scored the most Premier League goals to their club?,Newcastle United,compositional
hotpotqa_0983,hotpotqa,ND Črnuče was managed in the mid-90s by the football coach of what nationality?,Slovenian,entity
musique_0868,musique,"In the Crimean War, how many troops did the Turks send to the birthplace of Harutyun Vardanyan?",30000,compositional
musique_0249,musique,"What type of school is the university that published the Owen Wister Review, an instance of?",land-grant university,entity
hotpotqa_0861,hotpotqa,"What high school did NFL quarterback, Heisman winner, and OU football player graduate from?",Putnam City North High School,entity
musique_0386,musique,When did the original judge of American Idol who was a choreographer quit?,before season nine,temporal
hotpotqa_0454,hotpotqa,"Rob Jenkins is an Australian actor, which of his movies, was a 2014 science fiction thriller film?",Predestination,compositional
musique_0552,musique,What is the record label of the composer whose fifth studio album was titled Nine Million Bicycles?,Dramatico,compositional
hotpotqa_0562,hotpotqa,Sameera Perera is a cricketer from what island country located southeast of the Republic of India and northeast of the Maldives?,Sri Lanka,entity
hotpotqa_0085,hotpotqa,In which stadium do the teams owned by Myra Kraft's husband play?,Gillette Stadium,compositional
squad_0468,squad,How much more that the buget did the film gross?,60 million,numerical
musique_0072,musique,What language is used by the director of Thenum Vayambum?,Hindi,entity
hotpotqa_0721,hotpotqa,What is the best-seller by Ruta Sepetys?,Between Shades of Gray,entity
hotpotqa_0088,hotpotqa,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",Swoosie Kurtz,entity
hotpotqa_0802,hotpotqa,Former player Darius Maskoliūnas coaches for which of the oldest Lithuanian basketball teams?,Žalgiris Kaunas.,entity
hotpotqa_0731,hotpotqa,Reagan and Give Us Our Skeletons were both which kind of films?,film,entity
musique_0007,musique,Where did the Baldevins bryllup director die?,Copenhagen,entity
squad_0271,squad,When did Beyonce leave Destiny's Child and become a solo singer?,2003,temporal
squad_0467,squad,What was the name of the woman she played in Obsessed?,Sharon Charles,entity
squad_0362,squad,"Who did Beyoncé sing a duet with for ""The Best Man"" film?",Marc Nelson,entity
musique_0073,musique,Where was the person who founded the American Institute of public opinion in 1935 born?,Jefferson,compositional
hotpotqa_0896,hotpotqa,"Mfon Sunday Udoka, is a Nigerian American former professional basketball player and the new Assistant Coach of the Nigeria women's national basketball team the Lady Tigers, she's the sister of NBA pla",National Basketball Association (NBA),entity
hotpotqa_0713,hotpotqa,"Abraham Roqueñi Iglesias (born April 16, 1978) is a Spanish welterweight kickboxer, he holds notable wins over Andy Souwer, a Dutch welterweight shoot boxer, a two time K-1 World MAX champion, in whic","2005, 2007",temporal
musique_0163,musique,In which county can you find WWGC?,Marshall County,entity
hotpotqa_0810,hotpotqa,"From which Metallica album does the song, used by Niels de Ruiter as walk-on music, come?",Metallica,compositional
hotpotqa_0815,hotpotqa,The Crocs River is a tributary of a river given what nickname?,"""Rhine of North America""",entity
hotpotqa_0121,hotpotqa,What is the length of the River which has Wild Horse Creek as a tributary ?,375 mi long,compositional
hotpotqa_0179,hotpotqa,"Who is the former professional tennis player from Italy, Chris Evert or Mara Santangelo?",Mara Santangelo,entity
musique_0474,musique,Who paid £15 million to transfer the best scorer in premier league to their club?,Newcastle United,entity
hotpotqa_0796,hotpotqa,The boxer that won the silver medal in the men's super heavyweight event at the 2016 Summer Olympics was born in what year?,1985,temporal
musique_0803,musique,Which secondary school did the performer of State of Shock attend?,Dartford Grammar School,compositional
musique_0190,musique,"The singer of ""You don't know her like I do"" was born in what city?",Jefferson,entity
hotpotqa_0583,hotpotqa,"Skyler Elizabeth Day (born August 2, 1991) is an American actress and singer, best known for her recurring roles as Maggie Ritter on the series ""Gigantic"", on TeenNick is an American digital cable and",13-18,numerical
hotpotqa_0471,hotpotqa,John Kassir and Tom Kenny both voice this one character?,Ice King,entity
squad_0272,squad,In what city and state did Beyonce  grow up? ,"Houston, Texas",entity
hotpotqa_0122,hotpotqa,Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,Craig Newmark,entity
squad_0435,squad,"The single, ""Listen"" was featured in which movie?",Dreamgirls,entity
hotpotqa_0302,hotpotqa,"The Chandrasekhar limit was named after an astrophysicist, what is the name of his uncle of which is also a novel laureate?",Sir C. V. Raman,entity
hotpotqa_0040,hotpotqa,"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed",Roman Catholic,entity
musique_0486,musique,Who is the spouse of the Democratic candidate who lost his own state in the 2000 general election?,Tipper Gore,compositional
hotpotqa_0027,hotpotqa,Were Pavel Urysohn and Leonid Levin known for the same type of work?,no,other
hotpotqa_0754,hotpotqa,"Produced by Jay Joyce, Celabraison is the debut album for which band?",Sleeper Agent,entity
musique_0639,musique,Who is the sibling of the person who developed Metaphysical Interior with Large Factory?,Alberto Savinio,compositional
hotpotqa_0840,hotpotqa,"Martha Graham was an American modern dancer and choreographer, her style, reshaped American dance and is still taught worldwide, the Graham technique, is a modern dance movement style, and pedagogy cr","May 11, 1894",temporal
musique_0539,musique,When did the singer-songwriter of Forever Your Girl quit as a judge?,before season nine,temporal
musique_0357,musique,What year did the actress who participated in White Material win best Actress?,2001,temporal
musique_0969,musique,Who designed the building where the Portrait of Guidobaldo da Montefeltro is on display?,Giorgio Vasari,compositional
hotpotqa_0979,hotpotqa,"St Estevam is an Island in Ilhas, Goa, India, it is also known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers, Okra or okro, known in many Engl",mallow,entity
hotpotqa_0873,hotpotqa,"The World's Best Prom and Shape of the Moon, are films of which genre?",documentary,entity
musique_0910,musique,Who is the player with the most major golf tournament wins?,an American retired professional golfer,entity
